sample_id,time_min,distance_km,location_gps_list
walk,7.0,0.51,"[(55.6557858, 12.2851925), (55.6548583, 12.2820537)]"
walk,47.0,3.4,"[(55.6487831, 12.2925513), (55.6594695, 12.2689825)]"
walk,26.0,1.8,"[(55.6557858, 12.2851925), (55.6594695, 12.2689825)]"
walk,27.0,2.0,"[(55.65421, 12.279603), (55.64753, 12.290627)]"
walk,30.0,2.2,"[(55.6525146, 12.2881073), (55.647431, 12.28794)]"
walk,12.0,0.791,"[(55.6536873, 12.2827036), (55.659317, 12.279787)]"
walk,22.0,1.7,"[(55.65377, 12.287433), (55.645386, 12.288527)]"
walk,8.0,0.606,"[(55.6538, 12.29575), (55.6528, 12.300347)]"
walk,18.0,1.4,"[(55.6536873, 12.2827036), (55.64753, 12.290627)]"
walk,16.0,1.2,"[(55.6536873, 12.2827036), (55.6431677, 12.2815308)]"
walk,37.0,2.7,"[(55.65882, 12.289866), (55.6437249, 12.2772628)]"
walk,42.0,3.0,"[(55.6517731, 12.3009052), (55.665752, 12.278358)]"
walk,17.0,1.3,"[(55.6557858, 12.2851925), (55.6528, 12.300347)]"
walk,32.0,2.3,"[(55.658789, 12.291355), (55.6443025, 12.2985665)]"
walk,27.0,2.0,"[(55.6538, 12.29575), (55.6431677, 12.2815308)]"
walk,17.0,1.2,"[(55.653646, 12.2898757), (55.6587035, 12.2816489)]"
walk,28.0,2.0,"[(55.648873, 12.293757), (55.6437249, 12.2772628)]"
walk,23.0,1.7,"[(55.648932, 12.286933), (55.6548583, 12.2820537)]"
walk,25.0,1.9,"[(55.647977, 12.290118), (55.6568398, 12.285422)]"
walk,10.0,0.774,"[(55.648932, 12.286933), (55.644071, 12.29125)]"
walk,24.0,1.8,"[(55.653646, 12.2898757), (55.646884, 12.305576)]"
walk,14.0,1.1,"[(55.6531224, 12.2879316), (55.6528, 12.300347)]"
walk,32.0,2.2,"[(55.656018, 12.293538), (55.6594695, 12.2689825)]"
walk,25.0,1.8,"[(55.6570276, 12.2827529), (55.64753, 12.290627)]"
walk,21.0,1.6,"[(55.6545285, 12.2854561), (55.647894, 12.275044)]"
walk,16.0,1.2,"[(55.653646, 12.2898757), (55.6515566, 12.2743899)]"
walk,16.0,1.2,"[(55.650565, 12.294603), (55.6476049, 12.2821751)]"
walk,23.0,1.8,"[(55.656018, 12.293538), (55.650121, 12.290486)]"
walk,19.0,1.4,"[(55.649758, 12.285941), (55.6481983, 12.2743818)]"
walk,8.0,0.657,"[(55.648873, 12.293757), (55.650121, 12.290486)]"
walk,6.0,0.452,"[(55.6545285, 12.2854561), (55.6568398, 12.285422)]"
walk,42.0,3.0,"[(55.649758, 12.285941), (55.665752, 12.278358)]"
walk,24.0,1.8,"[(55.6487831, 12.2925513), (55.6534465, 12.2919356)]"
walk,14.0,1.1,"[(55.6525146, 12.2881073), (55.6524833, 12.2944903)]"
walk,23.0,1.6,"[(55.6536873, 12.2827036), (55.6594695, 12.2689825)]"
walk,4.0,0.34400000000000003,"[(55.656945, 12.2812499), (55.659317, 12.279787)]"
walk,34.0,2.5,"[(55.6570276, 12.2827529), (55.6443025, 12.2985665)]"
walk,13.0,0.975,"[(55.656018, 12.293538), (55.6568398, 12.285422)]"
walk,31.0,2.3,"[(55.6526448, 12.2974614), (55.6645786, 12.2876838)]"
walk,12.0,0.911,"[(55.656018, 12.293538), (55.659909, 12.299289)]"
walk,29.0,2.1,"[(55.6538, 12.29575), (55.645386, 12.288527)]"
walk,18.0,1.3,"[(55.650565, 12.294603), (55.657542, 12.308096)]"
walk,20.0,1.5,"[(55.65377, 12.287433), (55.647431, 12.28794)]"
walk,7.0,0.562,"[(55.6517731, 12.3009052), (55.6528, 12.300347)]"
walk,36.0,2.6,"[(55.6525146, 12.2881073), (55.6587035, 12.2816489)]"
walk,18.0,1.4,"[(55.6545285, 12.2854561), (55.659909, 12.299289)]"
walk,35.0,2.5,"[(55.65421, 12.279603), (55.6649924, 12.291118)]"
walk,30.0,2.2,"[(55.6557199, 12.2972695), (55.6431677, 12.2815308)]"
walk,15.0,1.1,"[(55.6570276, 12.2827529), (55.6534465, 12.2919356)]"
walk,21.0,1.6,"[(55.65421, 12.279603), (55.6481983, 12.2743818)]"
walk,37.0,2.6,"[(55.6487831, 12.2925513), (55.6594963, 12.2845918)]"
walk,16.0,1.2,"[(55.6526448, 12.2974614), (55.646884, 12.305576)]"
walk,9.0,0.608,"[(55.6582341, 12.285125), (55.6587035, 12.2816489)]"
walk,27.0,1.9,"[(55.647977, 12.290118), (55.6569471, 12.2853422)]"
walk,31.0,2.3,"[(55.6582765, 12.2933943), (55.6443025, 12.2985665)]"
walk,36.0,2.6,"[(55.6517731, 12.3009052), (55.6645786, 12.2876838)]"
walk,24.0,1.7,"[(55.656945, 12.2812499), (55.647431, 12.28794)]"
walk,21.0,1.6,"[(55.65882, 12.289866), (55.6524833, 12.2944903)]"
walk,20.0,1.5,"[(55.6525146, 12.2881073), (55.6534465, 12.2919356)]"
walk,20.0,1.3,"[(55.653646, 12.2898757), (55.659317, 12.279787)]"
walk,26.0,2.0,"[(55.647977, 12.290118), (55.6534465, 12.2919356)]"
walk,34.0,2.4,"[(55.6517731, 12.3009052), (55.6587035, 12.2816489)]"
walk,16.0,1.2,"[(55.6526448, 12.2974614), (55.659909, 12.299289)]"
walk,28.0,2.0,"[(55.65377, 12.287433), (55.6437249, 12.2772628)]"
walk,21.0,1.6,"[(55.6536873, 12.2827036), (55.644071, 12.29125)]"
walk,33.0,2.4,"[(55.6582341, 12.285125), (55.6437249, 12.2772628)]"
walk,20.0,1.4,"[(55.6557199, 12.2972695), (55.6594963, 12.2845918)]"
walk,34.0,2.5,"[(55.653646, 12.2898757), (55.6677414, 12.2856542)]"
walk,7.0,0.589,"[(55.6487831, 12.2925513), (55.64753, 12.290627)]"
walk,3.0,0.257,"[(55.6531224, 12.2879316), (55.6534465, 12.2919356)]"
walk,26.0,1.9,"[(55.6570276, 12.2827529), (55.657542, 12.308096)]"
walk,20.0,1.6,"[(55.6536873, 12.2827036), (55.650121, 12.290486)]"
walk,23.0,1.7,"[(55.65377, 12.287433), (55.6481983, 12.2743818)]"
walk,28.0,2.0,"[(55.6582341, 12.285125), (55.6481983, 12.2743818)]"
walk,10.0,0.625,"[(55.6536873, 12.2827036), (55.6587035, 12.2816489)]"
walk,9.0,0.608,"[(55.6582341, 12.285125), (55.6587035, 12.2816489)]"
walk,29.0,2.2,"[(55.653646, 12.2898757), (55.6437249, 12.2772628)]"
walk,30.0,2.2,"[(55.648932, 12.286933), (55.6576453, 12.2941881)]"
walk,17.0,1.2,"[(55.6582765, 12.2933943), (55.659317, 12.279787)]"
walk,29.0,2.1,"[(55.6517731, 12.3009052), (55.6548583, 12.2820537)]"
walk,15.0,1.2,"[(55.656945, 12.2812499), (55.6594695, 12.2689825)]"
walk,21.0,1.6,"[(55.65882, 12.289866), (55.6524833, 12.2944903)]"
walk,34.0,2.4,"[(55.6538, 12.29575), (55.665752, 12.278358)]"
walk,18.0,1.3,"[(55.649758, 12.285941), (55.6528, 12.300347)]"
walk,21.0,1.6,"[(55.6526448, 12.2974614), (55.6568398, 12.285422)]"
walk,15.0,1.1,"[(55.6557858, 12.2851925), (55.6515566, 12.2743899)]"
walk,25.0,1.8,"[(55.648873, 12.293757), (55.6576453, 12.2941881)]"
walk,19.0,1.5,"[(55.6536873, 12.2827036), (55.6528, 12.300347)]"
walk,16.0,1.2,"[(55.656018, 12.293538), (55.657542, 12.308096)]"
walk,14.0,0.882,"[(55.6545285, 12.2854561), (55.659317, 12.279787)]"
walk,15.0,1.1,"[(55.656945, 12.2812499), (55.6645786, 12.2876838)]"
walk,32.0,2.4,"[(55.65421, 12.279603), (55.657542, 12.308096)]"
walk,22.0,1.7,"[(55.6531224, 12.2879316), (55.657542, 12.308096)]"
walk,18.0,1.3,"[(55.649758, 12.285941), (55.647894, 12.275044)]"
