sample_id,time_min,distance_km,location_gps_list
walk,24.0,1.7,"[(55.704275, 12.543248), (55.711834, 12.529047)]"
walk,17.0,1.2,"[(55.7043351, 12.537701), (55.696667, 12.530356)]"
walk,12.0,0.867,"[(55.700783, 12.537368), (55.699414, 12.52831)]"
walk,17.0,1.3,"[(55.700783, 12.537368), (55.692773, 12.54531)]"
walk,12.0,0.925,"[(55.699487, 12.544298), (55.692773, 12.54531)]"
walk,26.0,1.9,"[(55.706897, 12.545951), (55.7003305, 12.5588664)]"
walk,17.0,1.3,"[(55.7016522, 12.5478871), (55.692387, 12.540296)]"
walk,7.0,0.523,"[(55.705866, 12.552629), (55.703995, 12.55828)]"
walk,20.0,1.5,"[(55.7046981, 12.5511998), (55.7037758, 12.5344059)]"
walk,21.0,1.5,"[(55.7043351, 12.537701), (55.693706, 12.5501)]"
walk,29.0,2.1,"[(55.702765, 12.534078), (55.703995, 12.55828)]"
walk,12.0,0.896,"[(55.703313, 12.548805), (55.703995, 12.55828)]"
walk,43.0,3.1,"[(55.7016522, 12.5478871), (55.7140296, 12.5252556)]"
walk,20.0,1.5,"[(55.704275, 12.543248), (55.696667, 12.530356)]"
walk,13.0,0.986,"[(55.707635, 12.541504), (55.711987, 12.54987)]"
walk,8.0,0.64,"[(55.709554, 12.545779), (55.711987, 12.54987)]"
walk,21.0,1.6,"[(55.704622, 12.53139), (55.696667, 12.530356)]"
walk,24.0,1.9,"[(55.700783, 12.537368), (55.711987, 12.54987)]"
walk,30.0,2.2,"[(55.700863, 12.549069), (55.711834, 12.529047)]"
walk,24.0,1.8,"[(55.706897, 12.545951), (55.695902, 12.553095)]"
walk,15.0,1.1,"[(55.700863, 12.549069), (55.696984, 12.5343476)]"
walk,20.0,1.5,"[(55.704275, 12.543248), (55.697116, 12.531268)]"
walk,8.0,0.648,"[(55.706897, 12.545951), (55.70725, 12.54757)]"
walk,34.0,2.5,"[(55.709554, 12.545779), (55.6921789, 12.548914)]"
walk,4.0,0.34800000000000003,"[(55.699487, 12.544298), (55.7015142, 12.5468327)]"
walk,21.0,1.6,"[(55.699487, 12.544298), (55.7103295, 12.5521854)]"
walk,9.0,0.658,"[(55.7022731, 12.5368141), (55.703471, 12.529886)]"
walk,19.0,1.5,"[(55.7022731, 12.5368141), (55.710673, 12.549544)]"
walk,17.0,1.3,"[(55.7109115, 12.5434591), (55.7067103, 12.5559417)]"
walk,26.0,1.9,"[(55.706297, 12.53393), (55.692387, 12.540296)]"
walk,22.0,1.6,"[(55.7070378, 12.5453286), (55.695902, 12.553095)]"
walk,20.0,1.5,"[(55.704275, 12.543248), (55.696667, 12.530356)]"
walk,20.0,1.5,"[(55.707307, 12.531095), (55.7018087, 12.5446688)]"
walk,19.0,1.4,"[(55.7022731, 12.5368141), (55.692773, 12.54531)]"
walk,40.0,2.9,"[(55.7046981, 12.5511998), (55.7140296, 12.5252556)]"
walk,22.0,1.6,"[(55.705866, 12.552629), (55.693706, 12.5501)]"
walk,27.0,1.9,"[(55.706897, 12.545951), (55.711535, 12.526276)]"
walk,32.0,2.3,"[(55.7060161, 12.5317139), (55.704033, 12.558744)]"
walk,25.0,1.8,"[(55.7062994, 12.539518), (55.704033, 12.558744)]"
walk,24.0,1.7,"[(55.706897, 12.545951), (55.710163, 12.559935)]"
walk,25.0,1.9,"[(55.699561, 12.549079), (55.710673, 12.549544)]"
walk,4.0,0.312,"[(55.7000131, 12.5492476), (55.7015142, 12.5468327)]"
walk,21.0,1.6,"[(55.707307, 12.531095), (55.710673, 12.549544)]"
walk,31.0,2.3,"[(55.7000131, 12.5492476), (55.7145572, 12.5401798)]"
walk,16.0,1.2,"[(55.709554, 12.545779), (55.7067103, 12.5559417)]"
walk,20.0,1.5,"[(55.699487, 12.544298), (55.699414, 12.52831)]"
walk,6.0,0.494,"[(55.699265, 12.546365), (55.7018087, 12.5446688)]"
walk,16.0,1.2,"[(55.7062994, 12.539518), (55.696984, 12.5343476)]"
walk,28.0,2.1,"[(55.699561, 12.549079), (55.711987, 12.54987)]"
walk,26.0,1.9,"[(55.705866, 12.552629), (55.7145572, 12.5401798)]"
walk,15.0,1.1,"[(55.7062994, 12.539518), (55.710673, 12.549544)]"
walk,15.0,1.1,"[(55.7062314, 12.5413401), (55.703471, 12.529886)]"
walk,18.0,1.3,"[(55.699487, 12.544298), (55.703471, 12.529886)]"
walk,31.0,2.3,"[(55.702765, 12.534078), (55.710163, 12.559935)]"
walk,21.0,1.6,"[(55.7022731, 12.5368141), (55.6921789, 12.548914)]"
walk,24.0,1.8,"[(55.6994296, 12.5394672), (55.7003305, 12.5588664)]"
walk,29.0,2.2,"[(55.7000131, 12.5492476), (55.703838, 12.521105)]"
walk,23.0,1.6,"[(55.709554, 12.545779), (55.711535, 12.526276)]"
walk,18.0,1.3,"[(55.7033005, 12.5451637), (55.7003305, 12.5588664)]"
walk,15.0,1.1,"[(55.7033005, 12.5451637), (55.704033, 12.558744)]"
walk,22.0,1.6,"[(55.7062314, 12.5413401), (55.703995, 12.55828)]"
walk,21.0,1.5,"[(55.704275, 12.543248), (55.699414, 12.52831)]"
walk,17.0,1.2,"[(55.700783, 12.537368), (55.70725, 12.54757)]"
walk,23.0,1.7,"[(55.7046586, 12.5418365), (55.7003305, 12.5588664)]"
walk,20.0,1.5,"[(55.709554, 12.545779), (55.7015142, 12.5468327)]"
walk,21.0,1.6,"[(55.704275, 12.543248), (55.692773, 12.54531)]"
walk,28.0,2.1,"[(55.7016522, 12.5478871), (55.711987, 12.54987)]"
walk,21.0,1.6,"[(55.706897, 12.545951), (55.703995, 12.55828)]"
walk,25.0,1.8,"[(55.7022731, 12.5368141), (55.715978, 12.545306)]"
walk,21.0,1.6,"[(55.704275, 12.543248), (55.692773, 12.54531)]"
walk,6.0,0.493,"[(55.703313, 12.548805), (55.7015142, 12.5468327)]"
walk,17.0,1.3,"[(55.699265, 12.546365), (55.703471, 12.529886)]"
walk,33.0,2.3,"[(55.7062314, 12.5413401), (55.7140296, 12.5252556)]"
walk,21.0,1.6,"[(55.702765, 12.534078), (55.692773, 12.54531)]"
walk,20.0,1.5,"[(55.704275, 12.543248), (55.697116, 12.531268)]"
walk,20.0,1.5,"[(55.7062994, 12.539518), (55.699414, 12.52831)]"
walk,20.0,1.5,"[(55.704275, 12.543248), (55.711987, 12.54987)]"
walk,23.0,1.7,"[(55.7070378, 12.5453286), (55.7003305, 12.5588664)]"
walk,10.0,0.791,"[(55.702765, 12.534078), (55.697116, 12.531268)]"
walk,11.0,0.8,"[(55.7046586, 12.5418365), (55.7015142, 12.5468327)]"
walk,22.0,1.6,"[(55.706297, 12.53393), (55.715978, 12.545306)]"
walk,26.0,1.9,"[(55.7071865, 12.5383941), (55.695902, 12.553095)]"
walk,22.0,1.7,"[(55.7046586, 12.5418365), (55.711987, 12.54987)]"
walk,25.0,1.9,"[(55.705866, 12.552629), (55.6921789, 12.548914)]"
walk,28.0,2.1,"[(55.706897, 12.545951), (55.699414, 12.52831)]"
walk,19.0,1.3,"[(55.7043351, 12.537701), (55.711834, 12.529047)]"
walk,10.0,0.745,"[(55.704275, 12.543248), (55.7015142, 12.5468327)]"
walk,10.0,0.775,"[(55.7022731, 12.5368141), (55.696984, 12.5343476)]"
walk,12.0,0.867,"[(55.700783, 12.537368), (55.699414, 12.52831)]"
walk,16.0,1.2,"[(55.706297, 12.53393), (55.703838, 12.521105)]"
walk,22.0,1.6,"[(55.703313, 12.548805), (55.696667, 12.530356)]"
walk,24.0,1.8,"[(55.707307, 12.531095), (55.696667, 12.530356)]"
walk,21.0,1.5,"[(55.709554, 12.545779), (55.711834, 12.529047)]"
walk,17.0,1.3,"[(55.707635, 12.541504), (55.7067103, 12.5559417)]"
walk,5.0,0.425,"[(55.7046981, 12.5511998), (55.7067103, 12.5559417)]"
walk,6.0,0.494,"[(55.7070378, 12.5453286), (55.70725, 12.54757)]"
walk,23.0,1.7,"[(55.7070378, 12.5453286), (55.7003305, 12.5588664)]"
walk,28.0,2.1,"[(55.706297, 12.53393), (55.695902, 12.553095)]"
walk,25.0,1.9,"[(55.705866, 12.552629), (55.692773, 12.54531)]"
walk,29.0,2.1,"[(55.7062994, 12.539518), (55.7140296, 12.5252556)]"
walk,20.0,1.5,"[(55.7062994, 12.539518), (55.696667, 12.530356)]"
walk,21.0,1.6,"[(55.704622, 12.53139), (55.70725, 12.54757)]"
walk,21.0,1.6,"[(55.703313, 12.548805), (55.692387, 12.540296)]"
walk,29.0,2.2,"[(55.7062994, 12.539518), (55.7003305, 12.5588664)]"
walk,32.0,2.3,"[(55.7060161, 12.5317139), (55.703995, 12.55828)]"
walk,28.0,2.0,"[(55.7071865, 12.5383941), (55.7003305, 12.5588664)]"
walk,9.0,0.719,"[(55.7046981, 12.5511998), (55.70725, 12.54757)]"
walk,13.0,0.987,"[(55.707635, 12.541504), (55.7037758, 12.5344059)]"
walk,24.0,1.8,"[(55.7062994, 12.539518), (55.693706, 12.5501)]"
walk,11.0,0.8160000000000001,"[(55.700783, 12.537368), (55.696667, 12.530356)]"
walk,25.0,1.9,"[(55.7062994, 12.539518), (55.695902, 12.553095)]"
walk,27.0,2.0,"[(55.709554, 12.545779), (55.697116, 12.531268)]"
walk,17.0,1.3,"[(55.7016522, 12.5478871), (55.692387, 12.540296)]"
walk,28.0,2.0,"[(55.704622, 12.53139), (55.695902, 12.553095)]"
walk,7.0,0.524,"[(55.705866, 12.552629), (55.704033, 12.558744)]"
walk,8.0,0.624,"[(55.703313, 12.548805), (55.6997284, 12.5420375)]"
walk,21.0,1.6,"[(55.699487, 12.544298), (55.699963, 12.526509)]"
walk,29.0,2.2,"[(55.699487, 12.544298), (55.711987, 12.54987)]"
walk,20.0,1.5,"[(55.7062314, 12.5413401), (55.697116, 12.531268)]"
walk,34.0,2.5,"[(55.705866, 12.552629), (55.703838, 12.521105)]"
walk,25.0,1.9,"[(55.699561, 12.549079), (55.699963, 12.526509)]"
walk,13.0,0.9560000000000001,"[(55.704275, 12.543248), (55.7067103, 12.5559417)]"
walk,35.0,2.5,"[(55.704275, 12.543248), (55.7140296, 12.5252556)]"
walk,22.0,1.6,"[(55.7043351, 12.537701), (55.715978, 12.545306)]"
walk,17.0,1.3,"[(55.700863, 12.549069), (55.6921789, 12.548914)]"
walk,12.0,0.909,"[(55.704275, 12.543248), (55.7103295, 12.5521854)]"
walk,26.0,1.9,"[(55.7071865, 12.5383941), (55.695902, 12.553095)]"
walk,26.0,1.8,"[(55.704275, 12.543248), (55.711535, 12.526276)]"
walk,28.0,2.0,"[(55.709554, 12.545779), (55.695902, 12.553095)]"
walk,29.0,2.1,"[(55.702765, 12.534078), (55.703995, 12.55828)]"
walk,25.0,1.9,"[(55.7062994, 12.539518), (55.692773, 12.54531)]"
walk,24.0,1.8,"[(55.6994296, 12.5394672), (55.7003305, 12.5588664)]"
walk,22.0,1.7,"[(55.7046586, 12.5418365), (55.711987, 12.54987)]"
walk,29.0,2.1,"[(55.702765, 12.534078), (55.703995, 12.55828)]"
walk,16.0,1.2,"[(55.7043351, 12.537701), (55.699414, 12.52831)]"
walk,14.0,1.0,"[(55.700863, 12.549069), (55.7067103, 12.5559417)]"
walk,29.0,2.1,"[(55.7022731, 12.5368141), (55.710163, 12.559935)]"
walk,25.0,1.9,"[(55.7062994, 12.539518), (55.692773, 12.54531)]"
walk,16.0,1.2,"[(55.7060161, 12.5317139), (55.6997284, 12.5420375)]"
walk,21.0,1.6,"[(55.700783, 12.537368), (55.710673, 12.549544)]"
walk,8.0,0.628,"[(55.7046586, 12.5418365), (55.70725, 12.54757)]"
walk,33.0,2.4,"[(55.699487, 12.544298), (55.711834, 12.529047)]"
walk,14.0,1.1,"[(55.7016522, 12.5478871), (55.70725, 12.54757)]"
walk,29.0,2.1,"[(55.706297, 12.53393), (55.703995, 12.55828)]"
walk,18.0,1.4,"[(55.706297, 12.53393), (55.696984, 12.5343476)]"
walk,24.0,1.8,"[(55.7046981, 12.5511998), (55.696667, 12.530356)]"
walk,21.0,1.5,"[(55.704275, 12.543248), (55.7003305, 12.5588664)]"
walk,24.0,1.8,"[(55.7046981, 12.5511998), (55.696667, 12.530356)]"
walk,28.0,2.1,"[(55.7060161, 12.5317139), (55.7067103, 12.5559417)]"
walk,14.0,1.1,"[(55.7000131, 12.5492476), (55.692773, 12.54531)]"
walk,10.0,0.787,"[(55.700783, 12.537368), (55.697116, 12.531268)]"
walk,24.0,1.8,"[(55.706897, 12.545951), (55.695902, 12.553095)]"
walk,22.0,1.6,"[(55.7060161, 12.5317139), (55.7140296, 12.5252556)]"
walk,7.0,0.515,"[(55.7109115, 12.5434591), (55.7145572, 12.5401798)]"
walk,22.0,1.6,"[(55.7043351, 12.537701), (55.692773, 12.54531)]"
walk,16.0,1.2,"[(55.7062314, 12.5413401), (55.7145572, 12.5401798)]"
walk,22.0,1.6,"[(55.6994296, 12.5394672), (55.7103295, 12.5521854)]"
walk,26.0,1.9,"[(55.705866, 12.552629), (55.692387, 12.540296)]"
walk,22.0,1.6,"[(55.7043351, 12.537701), (55.715978, 12.545306)]"
walk,11.0,0.807,"[(55.700863, 12.549069), (55.695902, 12.553095)]"
walk,28.0,2.1,"[(55.7016522, 12.5478871), (55.711987, 12.54987)]"
walk,22.0,1.6,"[(55.707307, 12.531095), (55.7015142, 12.5468327)]"
walk,15.0,1.1,"[(55.6994296, 12.5394672), (55.693706, 12.5501)]"
walk,22.0,1.7,"[(55.7046981, 12.5511998), (55.703471, 12.529886)]"
walk,21.0,1.6,"[(55.7046981, 12.5511998), (55.696984, 12.5343476)]"
walk,23.0,1.7,"[(55.702765, 12.534078), (55.6921789, 12.548914)]"
walk,20.0,1.5,"[(55.7046586, 12.5418365), (55.695902, 12.553095)]"
walk,11.0,0.8260000000000001,"[(55.6994296, 12.5394672), (55.696984, 12.5343476)]"
walk,19.0,1.4,"[(55.703313, 12.548805), (55.710673, 12.549544)]"
walk,42.0,3.0,"[(55.699487, 12.544298), (55.7140296, 12.5252556)]"
walk,24.0,1.7,"[(55.7022731, 12.5368141), (55.7145572, 12.5401798)]"
walk,19.0,1.4,"[(55.7070378, 12.5453286), (55.704033, 12.558744)]"
walk,19.0,1.4,"[(55.707307, 12.531095), (55.6997284, 12.5420375)]"
walk,33.0,2.4,"[(55.699265, 12.546365), (55.715978, 12.545306)]"
walk,19.0,1.4,"[(55.7070378, 12.5453286), (55.703995, 12.55828)]"
walk,25.0,1.8,"[(55.707635, 12.541504), (55.696667, 12.530356)]"
walk,19.0,1.4,"[(55.7062314, 12.5413401), (55.7067103, 12.5559417)]"
walk,22.0,1.6,"[(55.7043351, 12.537701), (55.692773, 12.54531)]"
walk,22.0,1.6,"[(55.7062314, 12.5413401), (55.704033, 12.558744)]"
walk,14.0,1.1,"[(55.707307, 12.531095), (55.699963, 12.526509)]"
walk,19.0,1.4,"[(55.7062994, 12.539518), (55.711987, 12.54987)]"
walk,8.0,0.615,"[(55.7000131, 12.5492476), (55.6997284, 12.5420375)]"
walk,28.0,2.1,"[(55.7000131, 12.5492476), (55.711987, 12.54987)]"
walk,5.0,0.426,"[(55.7016522, 12.5478871), (55.7018087, 12.5446688)]"
walk,25.0,1.9,"[(55.699561, 12.549079), (55.699963, 12.526509)]"
walk,26.0,1.9,"[(55.7060161, 12.5317139), (55.693706, 12.5501)]"
walk,21.0,1.5,"[(55.704275, 12.543248), (55.699414, 12.52831)]"
walk,23.0,1.7,"[(55.702765, 12.534078), (55.6921789, 12.548914)]"
walk,25.0,1.8,"[(55.707635, 12.541504), (55.7003305, 12.5588664)]"
walk,22.0,1.6,"[(55.7062314, 12.5413401), (55.703995, 12.55828)]"
walk,28.0,2.0,"[(55.6994296, 12.5394672), (55.711535, 12.526276)]"
walk,33.0,2.5,"[(55.7109115, 12.5434591), (55.692387, 12.540296)]"
walk,17.0,1.3,"[(55.7016522, 12.5478871), (55.704033, 12.558744)]"
walk,18.0,1.3,"[(55.709554, 12.545779), (55.710163, 12.559935)]"
walk,16.0,1.2,"[(55.707635, 12.541504), (55.7103295, 12.5521854)]"
walk,18.0,1.3,"[(55.6994296, 12.5394672), (55.6921789, 12.548914)]"
walk,20.0,1.5,"[(55.703313, 12.548805), (55.692773, 12.54531)]"
walk,9.0,0.719,"[(55.7046981, 12.5511998), (55.70725, 12.54757)]"
walk,29.0,2.1,"[(55.706297, 12.53393), (55.703995, 12.55828)]"
walk,21.0,1.5,"[(55.7062994, 12.539518), (55.7103295, 12.5521854)]"
walk,14.0,1.1,"[(55.706297, 12.53393), (55.699414, 12.52831)]"
