lat,lon,time
55.703958016864455,12.521219769924173,23.217391304347824
55.703958016864455,12.522486666064443,12.0
55.70422677934115,12.522486666064443,13.571428571428571
55.703689254387754,12.522908964777866,17.2
55.70422677934115,12.522908964777866,16.0
55.70342049191106,12.52333126349129,22.0
55.703958016864455,12.52333126349129,19.0
55.70422677934115,12.52333126349129,21.142857142857142
55.703958016864455,12.523753562204712,20.11111111111111
55.70422677934115,12.523753562204712,24.666666666666668
55.70449554181785,12.523753562204712,13.0
55.70476430429454,12.523753562204712,20.428571428571427
55.70315172943437,12.524175860918136,27.0
55.70342049191106,12.524175860918136,28.0
55.703689254387754,12.524175860918136,21.5
55.70422677934115,12.524175860918136,30.0
55.70449554181785,12.524175860918136,22.0
55.70342049191106,12.524598159631559,29.0
55.703689254387754,12.524598159631559,29.0
55.70342049191106,12.525020458344983,19.0
55.703958016864455,12.525020458344983,32.8
55.70422677934115,12.525020458344983,12.0
55.70476430429454,12.525020458344983,13.0
55.705033066771236,12.525020458344983,14.0
55.703958016864455,12.525442757058405,19.0
55.70476430429454,12.525442757058405,22.0
55.713902228502214,12.525442757058405,34.2037037037037
55.70261420448097,12.525865055771828,22.0
55.70342049191106,12.525865055771828,16.0
55.70449554181785,12.525865055771828,21.0
55.70476430429454,12.525865055771828,16.0
55.71282717859543,12.525865055771828,25.0
55.713095941072126,12.525865055771828,21.666666666666668
55.703958016864455,12.526287354485252,26.0
55.70422677934115,12.526287354485252,12.0
55.70449554181785,12.526287354485252,24.0
55.70476430429454,12.526287354485252,25.0
55.705033066771236,12.526287354485252,13.0
55.70557059172463,12.526287354485252,14.0
55.71148336621195,12.526287354485252,24.0
55.71255841611873,12.526287354485252,28.0
55.713095941072126,12.526287354485252,24.0
55.69992657971401,12.526709653198674,22.69811320754717
55.70288296695767,12.526709653198674,28.0
55.703958016864455,12.526709653198674,27.0
55.70557059172463,12.526709653198674,29.0
55.710677078781856,12.526709653198674,16.0
55.71094584125856,12.526709653198674,11.0
55.711752128688644,12.526709653198674,25.0
55.71202089116534,12.526709653198674,22.0
55.71228965364204,12.526709653198674,27.0
55.71255841611873,12.526709653198674,30.0
55.71282717859543,12.526709653198674,29.0
55.713095941072126,12.526709653198674,27.0
55.7007328671441,12.527131951912098,12.0
55.70100162962079,12.527131951912098,14.0
55.70315172943437,12.527131951912098,19.0
55.703689254387754,12.527131951912098,27.0
55.703958016864455,12.527131951912098,19.0
55.70476430429454,12.527131951912098,30.0
55.70530182924794,12.527131951912098,30.0
55.71040831630516,12.527131951912098,20.0
55.71094584125856,12.527131951912098,14.166666666666666
55.713095941072126,12.527131951912098,30.2
55.7007328671441,12.52755425062552,14.0
55.701807917050886,12.52755425062552,14.0
55.70261420448097,12.52755425062552,27.0
55.70342049191106,12.52755425062552,16.0
55.70422677934115,12.52755425062552,12.0
55.705033066771236,12.52755425062552,17.2
55.70530182924794,12.52755425062552,13.0
55.706108116678024,12.52755425062552,14.0
55.70987079135177,12.52755425062552,16.0
55.71013955382847,12.52755425062552,17.142857142857142
55.71040831630516,12.52755425062552,20.142857142857142
55.710677078781856,12.52755425062552,21.0
55.71094584125856,12.52755425062552,22.0
55.71121460373525,12.52755425062552,28.0
55.71148336621195,12.52755425062552,21.0
55.71202089116534,12.52755425062552,24.0
55.71228965364204,12.52755425062552,42.0
55.71255841611873,12.52755425062552,37.0
55.71282717859543,12.52755425062552,35.0
55.713095941072126,12.52755425062552,35.0
55.71363346602552,12.52755425062552,32.0
55.69992657971401,12.527976549338945,17.0
55.7001953421907,12.527976549338945,14.0
55.700464104667404,12.527976549338945,17.0
55.7007328671441,12.527976549338945,19.0
55.701539154574185,12.527976549338945,12.0
55.70207667952758,12.527976549338945,22.0
55.70288296695767,12.527976549338945,29.0
55.70342049191106,12.527976549338945,28.0
55.703689254387754,12.527976549338945,30.0
55.70476430429454,12.527976549338945,21.0
55.70987079135177,12.527976549338945,11.0
55.71013955382847,12.527976549338945,28.0
55.710677078781856,12.527976549338945,21.0
55.71094584125856,12.527976549338945,19.8125
55.71121460373525,12.527976549338945,30.0
55.71228965364204,12.527976549338945,42.0
55.71255841611873,12.527976549338945,43.0
55.713095941072126,12.527976549338945,37.0
55.71336470354882,12.527976549338945,34.0
55.699389054760616,12.528398848052367,19.48235294117647
55.700464104667404,12.528398848052367,23.0
55.7007328671441,12.528398848052367,22.0
55.70100162962079,12.528398848052367,24.0
55.701539154574185,12.528398848052367,14.0
55.70234544200427,12.528398848052367,12.0
55.70261420448097,12.528398848052367,14.0
55.70637687915472,12.528398848052367,14.0
55.70906450392168,12.528398848052367,16.0
55.70933326639838,12.528398848052367,17.5
55.70987079135177,12.528398848052367,28.0
55.71013955382847,12.528398848052367,19.666666666666668
55.710677078781856,12.528398848052367,27.833333333333332
55.71121460373525,12.528398848052367,24.0
55.71148336621195,12.528398848052367,23.666666666666668
55.71228965364204,12.528398848052367,35.4
55.71255841611873,12.528398848052367,38.0
55.71282717859543,12.528398848052367,40.0
55.69992657971401,12.528821146765791,15.5
55.7001953421907,12.528821146765791,13.6
55.700464104667404,12.528821146765791,17.666666666666668
55.7007328671441,12.528821146765791,28.666666666666668
55.70127039209749,12.528821146765791,20.0
55.70315172943437,12.528821146765791,19.0
55.703689254387754,12.528821146765791,14.0
55.703958016864455,12.528821146765791,32.0
55.70422677934115,12.528821146765791,30.0
55.70449554181785,12.528821146765791,12.0
55.70476430429454,12.528821146765791,24.0
55.70530182924794,12.528821146765791,25.0
55.7079894540149,12.528821146765791,16.0
55.70879574144499,12.528821146765791,14.0
55.70933326639838,12.528821146765791,18.2
55.70987079135177,12.528821146765791,30.75
55.71040831630516,12.528821146765791,31.0
55.71094584125856,12.528821146765791,27.0
55.71121460373525,12.528821146765791,23.0
55.71202089116534,12.528821146765791,29.0
55.713095941072126,12.528821146765791,41.0
55.69965781723731,12.529243445479214,12.0
55.69992657971401,12.529243445479214,25.0
55.7001953421907,12.529243445479214,24.4
55.700464104667404,12.529243445479214,22.8
55.70100162962079,12.529243445479214,14.333333333333334
55.70234544200427,12.529243445479214,14.75
55.70288296695767,12.529243445479214,12.0
55.70315172943437,12.529243445479214,16.0
55.703958016864455,12.529243445479214,23.0
55.70449554181785,12.529243445479214,14.0
55.70530182924794,12.529243445479214,16.0
55.70557059172463,12.529243445479214,13.0
55.70825821649159,12.529243445479214,23.333333333333332
55.70879574144499,12.529243445479214,18.0
55.70906450392168,12.529243445479214,22.0
55.709602028875075,12.529243445479214,19.8
55.71013955382847,12.529243445479214,32.714285714285715
55.71040831630516,12.529243445479214,23.0
55.71094584125856,12.529243445479214,15.0
55.71121460373525,12.529243445479214,12.0
55.711752128688644,12.529243445479214,23.571428571428573
55.71202089116534,12.529243445479214,33.0
55.69992657971401,12.529665744192638,16.428571428571427
55.7001953421907,12.529665744192638,18.333333333333332
55.700464104667404,12.529665744192638,22.0
55.7007328671441,12.529665744192638,30.0
55.70100162962079,12.529665744192638,14.0
55.701539154574185,12.529665744192638,19.0
55.701807917050886,12.529665744192638,15.0
55.70207667952758,12.529665744192638,28.0
55.70342049191106,12.529665744192638,15.0
55.703689254387754,12.529665744192638,12.0
55.70557059172463,12.529665744192638,22.0
55.70637687915472,12.529665744192638,29.0
55.70691440410811,12.529665744192638,17.666666666666668
55.707183166584805,12.529665744192638,16.0
55.7079894540149,12.529665744192638,14.0
55.70852697896829,12.529665744192638,28.0
55.70906450392168,12.529665744192638,27.0
55.709602028875075,12.529665744192638,30.0
55.71013955382847,12.529665744192638,17.647058823529413
55.71040831630516,12.529665744192638,13.0
55.710677078781856,12.529665744192638,13.666666666666666
55.71094584125856,12.529665744192638,31.0
