name,lat,lon,radius_m
Nordhavn_Outer,55.709932771398556,12.599082813887355,1500
Mjølnerparken_Outer,55.70439532679232,12.541645617638611,1500
Tingbjerg_Outer,55.72001065185823,12.485834564015878,1500
Taastrupgaard_Outer,55.653992308213944,12.289811420268117,1500
