node_id,lat,lon,municipality,region,type
cph_central,55.673114,12.573829,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.669991,12.5571178,Københavns Kommune,Region Hovedstaden,UNKNOWN_school
cph_central,55.673391,12.557343,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.670176,12.57027,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.677929,12.560476,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.6759828,12.5644661,Københavns Kommune,Region Hovedstaden,UNKNOWN_footway
cph_central,55.675732,12.56239,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.674453,12.561895,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.6716638,12.561597,Københavns Kommune,Region Hovedstaden,UNKNOWN_hotel
cph_central,55.6707153,12.5724531,Københavns Kommune,Region Hovedstaden,UNKNOWN_police
cph_central,55.6716367,12.5603173,Københavns Kommune,Region Hovedstaden,UNKNOWN_place_of_worship
cph_central,55.675583,12.566548,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.666702,12.560109,Københavns Kommune,Region Hovedstaden,UNKNOWN_house
cph_central,55.6676771,12.5583943,Københavns Kommune,Region Hovedstaden,UNKNOWN_parking
local_bus_depart_18,55.6465431,12.2881029,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6465431,12.2881029,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.646308,12.2927766,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6461331,12.2938231,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6465431,12.2881029,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6480066,12.2981523,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6465431,12.2881029,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.646308,12.2927766,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_depart_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.646308,12.2927766,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6465431,12.2881029,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.646308,12.2927766,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6480066,12.2981523,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6552512,12.26638,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6486417,12.2696596,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6552512,12.26638,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6552512,12.26638,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6569644,12.3078735,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6548917,12.3060475,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6486417,12.2696596,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6491656,12.2694795,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6467495,12.2866205,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6465431,12.2881029,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6465431,12.2881029,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6486417,12.2696596,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6502839,12.3000896,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.646308,12.2927766,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
local_bus_arrival_18,55.6511375,12.2999873,Høje-Taastrup Kommune,Region Hovedstaden,bus_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6488194,12.2687707,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6524185,12.3021144,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6524185,12.3021144,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6524185,12.3021144,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6524185,12.3021144,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6486296,12.2688611,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6488194,12.2687707,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6488194,12.2687707,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6524185,12.3021144,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.6524185,12.3021144,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_depart_45,55.652552,12.3020737,Høje-Taastrup Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.672113,12.5643942,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6653457,12.5592374,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6722028,12.5646566,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6722028,12.5646566,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766343,12.562427,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.672113,12.5643942,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766343,12.562427,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6653457,12.5592374,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766343,12.562427,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6653457,12.5592374,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766343,12.562427,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766343,12.562427,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766063,12.5626027,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766063,12.5626027,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6766343,12.562427,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.672113,12.5643942,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.672113,12.5643942,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6726166,12.5658525,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6653457,12.5592374,Københavns Kommune,Region Hovedstaden,train_stop
commute_train_arrival_45,55.6653457,12.5592374,Københavns Kommune,Region Hovedstaden,train_stop
